充電器グループID,施設ID,施設名,モデル,カテゴリー,利用月,日数,台数,稼働開始日,稼働終了日(手動),稼働時間(分),利用人数,利用回数,稼働率,1人あたりの利用分数,1回あたりの利用分数,平均利用頻度,ブランド,運営会社
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-2月,29.0,5.0,2023/09/29,,3688.75,21,27,1.7666,175.6548,136.6204,1.2857,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-3月,31.0,5.0,2023/09/29,,4402.85,18,28,1.9726,244.6028,157.2446,1.5556,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-4月,30.0,5.0,2023/09/29,,5358.4333,21,33,2.4808,255.1635,162.3768,1.5714,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-5月,31.0,5.0,2023/09/29,,14328.7667,42,59,6.4197,341.1611,242.8605,1.4048,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-6月,30.0,5.0,2023/09/29,,4178.4,28,37,1.9344,149.2286,112.9297,1.3214,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-7月,31.0,5.0,2023/09/29,,6974.7333,35,43,3.1249,199.2781,162.2031,1.2286,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-8月,31.0,5.0,2023/09/29,,20351.1333,48,96,9.1179,423.9819,211.991,2.0,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-9月,30.0,5.0,2023/09/29,,9944.2833,39,53,4.6038,254.9816,187.628,1.359,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-10月,31.0,5.0,2023/09/29,,5892.2333,29,35,2.6399,203.1805,168.3495,1.2069,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-11月,30.0,5.0,2023/09/29,,7316.2833,34,46,3.3872,215.1848,159.0496,1.3529,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2024-12月,31.0,5.0,2023/09/29,,6072.0833,29,41,2.7205,209.3822,148.0996,1.4138,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-1月,31.0,5.0,2023/09/29,,3551.75,19,25,1.5913,186.9342,142.07,1.3158,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-2月,28.0,5.0,2023/09/29,,1874.7333,8,15,0.9299,234.3417,124.9822,1.875,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-3月,31.0,5.0,2023/09/29,,5139.3,17,27,2.3026,302.3118,190.3444,1.5882,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-4月,30.0,5.0,2023/09/29,,4828.15,15,20,2.2353,321.8767,241.4075,1.3333,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-5月,31.0,5.0,2023/09/29,,14744.5333,31,48,6.606,475.6301,307.1778,1.5484,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-6月,30.0,5.0,2023/09/29,,3446.3667,19,28,1.5955,181.3877,123.0845,1.4737,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-7月,31.0,5.0,2023/09/29,,2483.6667,21,27,1.1128,118.2698,91.9877,1.2857,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-8月,31.0,5.0,2023/09/29,,26787.45,67,112,12.0015,399.8127,239.1737,1.6716,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-9月,30.0,5.0,2023/09/29,,16115.3833,31,55,7.4608,519.8511,293.007,1.7742,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-10月,31.0,5.0,2023/09/29,,10731.4667,24,37,4.808,447.1444,290.0396,1.5417,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-11月,30.0,5.0,2023/09/29,,15888.05,22,48,7.3556,722.1841,331.001,2.1818,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2025-12月,31.0,5.0,2023/09/29,,3600.9167,23,39,1.6133,156.5616,92.3312,1.6957,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2026-1月,31.0,5.0,2023/09/29,,8950.8,16,30,4.0102,559.425,298.36,1.875,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2026-2月,28.0,5.0,2023/09/29,,93991.05,10,24,46.6225,9399.105,3916.2937,2.4,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2026-3月,31.0,5.0,2023/09/29,,15885.6667,31,47,7.1172,512.4409,337.9929,1.5161,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2026-4月,30.0,5.0,2023/09/29,,5026.7333,26,36,2.3272,193.3359,139.6315,1.3846,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2026-5月,31.0,5.0,2023/09/29,,23799.55,50,68,10.6629,475.991,349.9934,1.36,,株式会社プラゴ
77,74,軽井沢・プリンスショッピングプラザ（ツリーモール側）,普通,商業施設,2026-6月,30.0,5.0,2023/09/29,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2023-10月,31.0,3.0,2023/10/11,,3108.5167,14,55,2.3212,222.0369,56.5185,3.9286,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2023-11月,30.0,3.0,2023/10/11,,5599.0167,15,67,4.3202,373.2678,83.5674,4.4667,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2023-12月,31.0,3.0,2023/10/11,,6374.7,14,64,4.7601,455.3357,99.6047,4.5714,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-1月,31.0,3.0,2023/10/11,,7443.35,18,79,5.5581,413.5194,94.2196,4.3889,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-2月,29.0,3.0,2023/10/11,,7073.2333,26,78,5.6459,272.0474,90.6825,3.0,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-3月,31.0,3.0,2023/10/11,,6449.6333,21,64,4.816,307.1254,100.7755,3.0476,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-4月,30.0,3.0,2023/10/11,,5346.6667,18,51,4.1255,297.037,104.8366,2.8333,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-5月,31.0,3.0,2023/10/11,,5343.4167,19,45,3.99,281.2325,118.7426,2.3684,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-6月,30.0,3.0,2023/10/11,,7663.1167,18,75,5.9129,425.7287,102.1749,4.1667,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-7月,31.0,3.0,2023/10/11,,5031.9167,12,52,3.7574,419.3264,96.7676,4.3333,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-8月,31.0,3.0,2023/10/11,,4636.6167,20,49,3.4622,231.8308,94.6248,2.45,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-9月,30.0,3.0,2023/10/11,,5311.5667,17,47,4.0984,312.4451,113.0121,2.7647,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-10月,31.0,3.0,2023/10/11,,4119.9667,13,35,3.0764,316.9205,117.7133,2.6923,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-11月,30.0,3.0,2023/10/11,,3878.45,15,37,2.9926,258.5633,104.823,2.4667,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2024-12月,31.0,3.0,2023/10/11,,5253.85,15,43,3.9231,350.2567,122.1826,2.8667,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-1月,31.0,3.0,2023/10/11,,7257.3167,20,60,5.4191,362.8658,120.9553,3.0,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-2月,28.0,3.0,2023/10/11,,7935.1333,16,58,6.5601,495.9458,136.8126,3.625,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-3月,31.0,3.0,2023/10/11,,7613.9833,16,59,5.6855,475.874,129.0506,3.6875,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-4月,30.0,3.0,2023/10/11,,7574.05,22,66,5.8442,344.275,114.7583,3.0,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-5月,31.0,3.0,2023/10/11,,3895.2167,16,44,2.9086,243.451,88.5277,2.75,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-6月,30.0,3.0,2023/10/11,,4087.7833,18,47,3.1542,227.0991,86.9741,2.6111,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-7月,31.0,3.0,2023/10/11,,2564.1833,16,35,1.9147,160.2615,73.2624,2.1875,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-8月,31.0,3.0,2023/10/11,,4193.3667,19,47,3.1312,220.7035,89.2206,2.4737,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-9月,30.0,3.0,2023/10/11,,4726.35,19,54,3.6469,248.7553,87.525,2.8421,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-10月,31.0,3.0,2023/10/11,,2893.65,21,42,2.1607,137.7929,68.8964,2.0,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-11月,30.0,3.0,2023/10/11,,4047.3,22,73,3.1229,183.9682,55.4425,3.3182,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2025-12月,31.0,3.0,2023/10/11,,3431.2167,19,59,2.5621,180.5904,58.1562,3.1053,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2026-1月,31.0,3.0,2023/10/11,,3863.2,21,77,2.8847,183.9619,50.1714,3.6667,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2026-2月,28.0,3.0,2023/10/11,,3549.8833,20,54,2.9348,177.4942,65.7386,2.7,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2026-3月,31.0,3.0,2023/10/11,,4977.8167,16,68,3.717,311.1135,73.2032,4.25,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2026-4月,30.0,3.0,2023/10/11,,3830.7333,18,46,2.9558,212.8185,83.2768,2.5556,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2026-5月,31.0,3.0,2023/10/11,,6469.3333,26,68,4.8307,248.8205,95.1373,2.6154,東急グループ,株式会社プラゴ
78,72,あざみ野ガーデンズ　P4駐車場,普通,商業施設,2026-6月,30.0,3.0,2023/10/11,,172.8,1,2,0.1333,172.8,86.4,2.0,東急グループ,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2023-11月,30.0,1.0,2023/11/07,,8.0,1,5,0.0185,8.0,1.6,5.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2023-12月,31.0,1.0,2023/11/07,,3.8667,1,1,0.0087,3.8667,3.8667,1.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-1月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-2月,29.0,1.0,2023/11/07,,266.8667,2,4,0.639,133.4333,66.7167,2.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-3月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-4月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-5月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-6月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-7月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-8月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-9月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-10月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-11月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2024-12月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-1月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-2月,28.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-3月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-4月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-5月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-6月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-7月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-8月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-9月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-10月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-11月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2025-12月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2026-1月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2026-2月,28.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2026-3月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2026-4月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2026-5月,31.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
84,69,大川精螺工業株式会社　水戸工場　生産本部事務所前,普通,目的地,2026-6月,30.0,1.0,2023/11/07,,0.0,0,0,0.0,0.0,0.0,0.0,,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2023-11月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2023-12月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-1月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-2月,29.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-3月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-4月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-5月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-6月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-7月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-8月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-9月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-10月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-11月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2024-12月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-1月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-2月,28.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-3月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-4月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-5月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-6月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-7月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-8月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-9月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-10月,31.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-11月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
85,1019,ニトリモール東大阪店 東館 立体駐車場3階,普通,生活小売,2025-12月,30.0,3.0,2023/11/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2023-11月,30.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2023-12月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-1月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-2月,29.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-3月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-4月,30.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-5月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-6月,30.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-7月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-8月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-9月,30.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-10月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-11月,30.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2024-12月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2025-1月,31.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
86,1106,ニトリ 広島商工センター店 平面駐車場(セブン-イレブン側),普通,生活小売,2025-2月,28.0,3.0,2023/11/28,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
