充電器グループID,施設ID,施設名,モデル,カテゴリー,利用月,日数,台数,稼働開始日,稼働終了日(手動),稼働時間(分),利用人数,利用回数,稼働率,1人あたりの利用分数,1回あたりの利用分数,平均利用頻度,ブランド,運営会社
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-2月,28.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-3月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-4月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-5月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-6月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-7月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-8月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-9月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-10月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
440,1061,ニトリ 玉名店 平面駐車場,普通,生活小売,2025-12月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2024-11月,30.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2024-12月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-1月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-2月,28.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-3月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-4月,30.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-5月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-6月,30.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-7月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-8月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-9月,30.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-10月,31.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-11月,30.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
441,1102,ニトリ 具志川店 平面駐車場,普通,生活小売,2025-12月,30.0,2.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2024-11月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2024-12月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-1月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-2月,28.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-3月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-4月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-5月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-6月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-7月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-8月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-9月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-10月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-11月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
442,1085,ニトリ 大洲店 平面駐車場,普通,生活小売,2025-12月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2024-11月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2024-12月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-1月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-2月,28.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-3月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-4月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-5月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-6月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-7月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-8月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-9月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-10月,31.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-11月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
443,1010,ニトリ 松本店 平面駐車場,普通,生活小売,2025-12月,30.0,3.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2024-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2024-12月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-1月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-2月,28.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-3月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-4月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-5月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-6月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-7月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-8月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-9月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-10月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
444,1071,ニトリ 会津若松店 平面駐車場,普通,生活小売,2025-12月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2024-11月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2024-12月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-1月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-2月,28.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-3月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-4月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-5月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-6月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-7月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-8月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-9月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-10月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-11月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
445,1114,ニトリ 結城店 (第2平面駐車場),普通,生活小売,2025-12月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2024-11月,30.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2024-12月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-1月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-2月,28.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-3月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-4月,30.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-5月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-6月,30.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-7月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-8月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-9月,30.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-10月,31.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-11月,30.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
446,1109,ニトリ 川沿店 平面駐車場(建物1階),普通,生活小売,2025-12月,30.0,3.0,2024/11/20,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2024-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2024-12月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-1月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-2月,28.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-3月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-4月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-5月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-6月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-7月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-8月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-9月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-10月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
447,1003,ニトリ 横須賀店 立体駐車場3階,普通,生活小売,2025-12月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2024-11月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2024-12月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-1月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-2月,28.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-3月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-4月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-5月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-6月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-7月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-8月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-9月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-10月,31.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-11月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
448,1037,ホームズ横須賀店 立体駐車場3階,普通,生活小売,2025-12月,30.0,1.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2024-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2024-12月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-1月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-2月,28.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-3月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-4月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-5月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-6月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-7月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-8月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-9月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-10月,31.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-11月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
449,1040,ニトリ 宇都宮鶴田店 平面駐車場,普通,生活小売,2025-12月,30.0,2.0,2024/11/06,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
